movieId,userId,rating,timestamp,tmdbId
1676,1,3.0,964982620,563
1732,1,5.0,964981125,115
1777,1,4.0,964981230,11003
1793,1,4.0,964981404,6970
1804,1,5.0,964983034,42807
1920,1,4.0,964981780,11551
1927,1,5.0,964981497,143
2000,1,4.0,964982211,941
2005,1,5.0,964981710,9340
2012,1,4.0,964984176,196
2018,1,5.0,964980523,3170
2028,1,4.0,964981888,857
2033,1,5.0,964982903,10957
2054,1,4.0,964981747,9354
2093,1,3.0,964981710,13155
2096,1,4.0,964982838,10882
2099,1,4.0,964982588,13850
2105,1,4.0,964981725,97
2115,1,5.0,964982529,87
2174,1,4.0,964981680,4011
2253,1,2.0,964981775,11597
2268,1,4.0,964982989,881
2273,1,4.0,964982310,2109
2291,1,5.0,964983664,162
2329,1,5.0,964983263,73
2338,1,2.0,964983546,3600
2353,1,5.0,964983861,9798
2366,1,4.0,964982462,244
2387,1,5.0,964983123,10029
2389,1,2.0,964983094,11252
2395,1,5.0,964981093,11545
2414,1,3.0,964982513,11904
2427,1,5.0,964982242,8741
2478,1,4.0,964984169,8388
2492,1,4.0,965719662,111794
2502,1,5.0,964981278,1542
2528,1,3.0,964982328,10803
2542,1,5.0,964981265,100
2571,1,5.0,964981888,603
2580,1,5.0,964983000,9430
2596,1,5.0,964981144,6396
2616,1,4.0,964983080,8592
2617,1,2.0,964982588,564
2628,1,4.0,964980523,1893
2640,1,4.0,964982377,1924
2641,1,5.0,964982620,8536
2648,1,4.0,964983414,3035
2654,1,5.0,964983393,13666
2657,1,3.0,964983426,36685
2692,1,5.0,964981855,104
2700,1,5.0,964980985,9473
2916,1,4.0,964982290,861
2948,1,5.0,964982191,657
2959,1,5.0,964983282,550
2985,1,4.0,964983034,5548
2987,1,5.0,964982495,856
2991,1,5.0,964982271,253
2997,1,4.0,964980896,492
3033,1,5.0,964983762,957
3062,1,4.0,964981872,9289
3147,1,5.0,964983873,497
3168,1,4.0,964982495,624
3176,1,1.0,964983504,1213
3243,1,3.0,964981093,10406
3247,1,3.0,964983108,2005
3273,1,5.0,964983536,4234
3439,1,4.0,964981799,1497
3441,1,5.0,964982328,1880
3448,1,5.0,964984054,801
3489,1,4.0,964981775,879
3578,1,5.0,964980668,98
3617,1,4.0,964980683,9285
3671,1,5.0,964981589,11072
3729,1,5.0,964982363,482
3740,1,4.0,964982417,6978
3744,1,4.0,964980694,479
3809,1,4.0,964981220,10276
4006,1,4.0,964982903,1857
318,2,3.0,1445714835,278
333,2,4.0,1445715029,11381
1704,2,4.5,1445715228,489
3578,2,4.0,1445714885,98
6874,2,4.0,1445714952,24
8798,2,3.5,1445714960,1538
46970,2,4.0,1445715013,9718
48516,2,4.0,1445715064,1422
58559,2,4.5,1445715141,155
60756,2,5.0,1445714980,12133
68157,2,4.5,1445715154,16869
71535,2,3.0,1445714974,19908
74458,2,4.0,1445714926,11324
77455,2,3.0,1445714941,39452
79132,2,4.0,1445714841,27205
80489,2,4.5,1445715340,23168
80906,2,5.0,1445715172,44639
86345,2,4.0,1445715166,45523
89774,2,5.0,1445715189,59440
91529,2,3.5,1445714891,49026
91658,2,2.5,1445714938,65754
99114,2,3.5,1445714874,68718
106782,2,5.0,1445714966,106646
109487,2,3.0,1445715145,157336
112552,2,4.0,1445714882,244786
114060,2,2.0,1445715276,154400
115713,2,3.5,1445714854,264660
122882,2,5.0,1445715272,76341
131724,2,5.0,1445714851,321640
31,3,0.5,1306463578,9909
527,3,0.5,1306464275,424
647,3,0.5,1306463619,10684
688,3,0.5,1306464228,27281
720,3,0.5,1306463595,503475
849,3,5.0,1306463611,10061
914,3,0.5,1306463567,11113
1093,3,0.5,1306463627,10537
1124,3,0.5,1306464216,11816
1263,3,0.5,1306463569,11778
1272,3,0.5,1306463624,11202
1275,3,3.5,1306463323,8009
1302,3,0.5,1306464189,2323
1371,3,3.0,1306463561,152
1587,3,4.5,1306464003,9387
2018,3,0.5,1306464175,3170
2080,3,0.5,1306463572,10340
2090,3,0.5,1306464261,11319
2105,3,2.0,1306463559,97
2288,3,4.0,1306463631,1091
2424,3,0.5,1306464293,9489
3024,3,4.5,1306464054,24831
3210,3,0.5,1306463638,13342
3703,3,5.0,1306463603,8810
3949,3,0.5,1306464245,641
4518,3,5.0,1306463770,11347
5048,3,0.5,1306464284,11888
5181,3,5.0,1306463718,54287
5746,3,5.0,1306463708,28893
5764,3,4.5,1306464021,21874
5919,3,5.0,1306463825,38849
6238,3,0.5,1306464204,12157
6835,3,5.0,1306463670,39916
7899,3,4.5,1306464036,49636
7991,3,5.0,1306463684,13282
26409,3,4.5,1306463993,98851
70946,3,5.0,1306463815,26914
72378,3,0.5,1306464164,14161
21,4,3.0,986935199,8012
32,4,2.0,945173447,63
45,4,3.0,986935047,577
47,4,2.0,945173425,807
52,4,3.0,964622786,11448
58,4,3.0,964538444,11010
106,4,4.0,986848784,11907
125,4,5.0,964622758,2074
126,4,1.0,986848920,27793
162,4,5.0,945078571,26564
171,4,3.0,945078428,17447
176,4,5.0,964622565,9071
190,4,2.0,945079259,32646
215,4,5.0,945079078,76
222,4,1.0,945629040,22625
232,4,5.0,964622684,10451
235,4,2.0,945173513,522
247,4,3.0,986848894,1024
260,4,5.0,945079259,11
265,4,5.0,964538468,18183
296,4,1.0,945173350,680
319,4,5.0,945079182,9905
342,4,5.0,964538500,236
345,4,4.0,945629063,2759
348,4,4.0,964622786,11382
351,4,3.0,986934901,10464
357,4,3.0,964623306,712
368,4,4.0,945078690,9359
417,4,2.0,945078467,16771
441,4,1.0,986934915,9571
450,4,2.0,986848828,16297
475,4,5.0,945174290,7984
492,4,5.0,945079872,10440
509,4,1.0,945079106,713
538,4,5.0,945078636,23210
539,4,1.0,964538832,858
553,4,2.0,945079301,11969
588,4,4.0,945079670,812
593,4,5.0,964539986,274
595,4,3.0,986848609,10020
599,4,2.0,945078587,576
608,4,5.0,964540008,275
648,4,3.0,945079906,954
708,4,4.0,986935230,8866
759,4,3.0,945078601,85778
800,4,4.0,945079106,26748
892,4,4.0,964622714,44705
898,4,5.0,964623347,981
899,4,4.0,945079653,872
902,4,4.0,945078446,164
904,4,4.0,945079837,567
908,4,5.0,945173902,213
910,4,5.0,945173989,239
914,4,5.0,945079670,11113
919,4,5.0,945079521,630
920,4,5.0,945173602,770
930,4,5.0,964538571,303
937,4,3.0,986849085,18299
1025,4,4.0,945079232,9078
1046,4,5.0,945173654,10938
1057,4,3.0,964540578,9716
1060,4,2.0,986934819,10218
1073,4,4.0,945079483,252
1077,4,5.0,945173692,11561
1079,4,2.0,945078946,623
1080,4,5.0,986934696,583
1086,4,5.0,964539723,521
1094,4,3.0,964538500,11386
1136,4,5.0,986934625,762
1179,4,4.0,964539180,18129
1183,4,1.0,964778513,409
1196,4,5.0,964538763,1891
1198,4,3.0,964538728,85
1199,4,2.0,945078967,68
1203,4,5.0,945174025,389
1211,4,1.0,964539205,144
1213,4,4.0,945079729,769
1219,4,4.0,964539961,539
1225,4,4.0,964539326,279
1250,4,5.0,945174008,826
1259,4,4.0,964538728,235
1265,4,4.0,964622684,137
1266,4,4.0,986849037,33
1279,4,2.0,986934832,339
1282,4,5.0,945079653,756
1283,4,5.0,945078690,288
1291,4,4.0,964538763,89
1304,4,3.0,945078467,642
1391,4,1.0,945173766,75
1449,4,5.0,945079767,16448
1466,4,4.0,945173492,9366
1500,4,4.0,964622830,9434
1517,4,4.0,945079790,816
1580,4,3.0,986935244,607
1597,4,1.0,945079906,8834
1617,4,2.0,945079837,2118
1641,4,4.0,964622758,9427
1704,4,1.0,945629015,489
1719,4,4.0,945079956,10217
1732,4,4.0,945079889,115
1733,4,5.0,945079143,26941
1734,4,3.0,964539357,27103
1834,4,5.0,945174134,29193
1860,4,2.0,986849001,17139
1883,4,4.0,964622642,9452
1885,4,3.0,964622617,9844
1892,4,2.0,964539431,1965
1895,4,4.0,945629179,15037
1907,4,3.0,964540505,10674
1916,4,1.0,986934786,9464
1923,4,3.0,986934870,544
1966,4,2.0,964622684,15389
1967,4,5.0,945078967,13597
1968,4,4.0,986934786,2108
2019,4,2.0,945078690,346
2076,4,4.0,945079052,793
2109,4,4.0,986935016,6471
2145,4,3.0,986935328,11522
2150,4,5.0,986934738,8393
2174,4,5.0,964539855,4011
2282,4,1.0,945629238,11855
2324,4,1.0,964622590,637
2336,4,2.0,964538964,4518
2351,4,4.0,945078467,19426
2359,4,4.0,964622590,10162
2390,4,5.0,945079164,8545
2406,4,4.0,986935302,9326
2467,4,4.0,945079858,192
2571,4,1.0,945173385,603
2583,4,5.0,945078863,9465
2628,4,1.0,986848894,1893
2692,4,5.0,945079013,104
2712,4,2.0,945078542,345
2762,4,4.0,964539986,745
2763,4,1.0,964778621,913
2770,4,2.0,945173553,11353
2791,4,5.0,964539628,813
2843,4,5.0,945078814,1075
2858,4,5.0,964539140,14
2921,4,4.0,945078708,11901
2926,4,5.0,986934870,11054
2959,4,2.0,945078528,550
2997,4,4.0,986848610,492
3033,4,4.0,986936200,957
3044,4,5.0,945079920,11498
3060,4,4.0,986934884,11663
3079,4,3.0,964778197,10399
3083,4,5.0,964622487,99
3160,4,4.0,964539121,334
3175,4,1.0,964538930,926
3176,4,4.0,964539771,1213
3204,4,4.0,964539828,16241
3255,4,4.0,964623306,11287
3317,4,4.0,986934498,11004
3358,4,3.0,964622758,12186
3365,4,5.0,964538329,3114
3386,4,4.0,964539395,820
3408,4,4.0,986849238,462
3481,4,2.0,964538243,243
3489,4,1.0,986848908,879
3508,4,5.0,964538351,10747
3538,4,2.0,986849212,10557
3591,4,1.0,986935199,13105
3788,4,3.0,964539085,1052
3809,4,3.0,986936207,10276
3851,4,5.0,986849180,38548
3897,4,4.0,986934465,786
3911,4,3.0,986849149,13785
3967,4,4.0,986849164,71
3996,4,4.0,986849130,146
4002,4,3.0,986934819,2609
4014,4,1.0,986849254,392
4020,4,3.0,986848856,2046
4021,4,4.0,986849180,5001
4027,4,3.0,986849201,134
4029,4,3.0,986849226,21991
4033,4,4.0,986849149,11973
4034,4,5.0,986848753,1900
4074,4,3.0,986848665,10499
4121,4,4.0,986934901,2614
4144,4,3.0,986848685,843
4166,4,3.0,986848700,19513
4226,4,2.0,1007569424,77
4239,4,5.0,986848685,4133
4246,4,4.0,1007574542,634
4252,4,3.0,1007569465,13898
4273,4,4.0,1007574470,4973
4308,4,1.0,1007569465,824
4347,4,4.0,1007569586,29937
4381,4,3.0,1007574509,11444
4641,4,1.0,1007569586,1548
4741,4,3.0,1007574532,742
4765,4,5.0,1007569445,18734
4881,4,3.0,1007569445,10778
4896,4,4.0,1007574532,671
4902,4,4.0,1007569465,1433
4967,4,5.0,1007569424,8342
1,5,4.0,847434962,862
21,5,4.0,847435238,8012
34,5,4.0,847434881,9598
36,5,4.0,847435292,687
39,5,3.0,847434961,9603
58,5,5.0,847435238,11010
110,5,4.0,847434880,197
150,5,3.0,847434748,568
153,5,3.0,847434802,414
247,5,5.0,847435337,1024
253,5,3.0,847435292,628
265,5,3.0,847435129,18183
266,5,1.0,847435311,4476
290,5,5.0,847435311,527
296,5,5.0,847434748,680
300,5,3.0,847435337,11450
316,5,2.0,847434832,2164
318,5,3.0,847434880,278
349,5,3.0,847434832,9331
357,5,2.0,847435238,712
364,5,3.0,847434882,8587
367,5,4.0,847435129,854
380,5,2.0,847434748,36955
457,5,4.0,847434801,5503
474,5,4.0,847435337,9386
527,5,5.0,847434960,424
531,5,4.0,847435258,11236
534,5,3.0,847435311,10445
589,5,3.0,847435258,280
590,5,5.0,847434747,581
592,5,3.0,847434747,268
595,5,5.0,847434832,10020
596,5,5.0,847435292,10895
597,5,3.0,847434962,114
2,6,4.0,845553522,8844
3,6,5.0,845554296,15602
4,6,3.0,845554349,31357
5,6,5.0,845553938,11862
6,6,4.0,845553757,949
7,6,4.0,845554264,11860
8,6,3.0,845555281,45325
10,6,3.0,845553253,710
11,6,4.0,845553489,9087
13,6,3.0,845555588,21032
15,6,4.0,845554505,1408
16,6,4.0,845553819,524
17,6,4.0,845553559,4584
19,6,2.0,845553382,9273
22,6,5.0,845553875,1710
24,6,4.0,845554397,12665
25,6,3.0,845553695,451
26,6,4.0,845555362,16420
27,6,3.0,845555402,9263
31,6,3.0,845553819,9909
32,6,4.0,845553426,63
34,6,4.0,845553354,9598
36,6,5.0,845553726,687
41,6,4.0,845554962,31174
43,6,4.0,845555607,35196
45,6,3.0,845553907,577
46,6,4.0,845554551,11861
47,6,4.0,845553317,807
50,6,1.0,845553381,629
54,6,4.0,845555402,26441
60,6,4.0,845554263,11359
61,6,4.0,845555454,17182
62,6,4.0,845553660,2054
65,6,3.0,845555070,9536
66,6,3.0,845555151,11525
76,6,4.0,845555317,9102
79,6,3.0,845554907,9623
86,6,5.0,845556131,10534
87,6,3.0,845555300,17414
88,6,2.0,845555694,13997
89,6,4.0,845555124,2086
93,6,4.0,845554584,12158
102,6,1.0,845555436,47475
104,6,4.0,845554349,9614
105,6,3.0,845553757,688
110,6,5.0,845553283,197
112,6,4.0,845553994,33542
113,6,3.0,845556257,43566
126,6,3.0,845555342,27793
135,6,3.0,845554987,9101
140,6,3.0,845555024,9302
141,6,4.0,845553586,11000
145,6,4.0,845553966,9737
150,6,4.0,845553110,568
153,6,3.0,845553146,414
159,6,3.0,845555006,20649
160,6,5.0,845553457,10329
168,6,5.0,845553695,6520
170,6,3.0,845554263,10428
174,6,3.0,845554479,19326
177,6,3.0,845554931,8973
179,6,1.0,845555362,47608
180,6,2.0,845555006,2293
181,6,3.0,845553938,9070
185,6,3.0,845553283,1642
186,6,3.0,845553619,11472
189,6,3.0,845556241,58372
191,6,2.0,845554931,10533
195,6,4.0,845554455,18402
196,6,3.0,845553586,9348
201,6,3.0,845556290,47939
205,6,3.0,845555477,52856
207,6,4.0,845554024,9560
209,6,3.0,845556106,31611
210,6,4.0,845556310,65796
212,6,4.0,845556181,26258
216,6,4.0,845554099,11017
217,6,3.0,845555382,37141
218,6,2.0,845553994,9382
219,6,3.0,845556131,6715
224,6,3.0,845553794,1909
225,6,4.0,845553381,8984
230,6,5.0,845553966,11929
231,6,3.0,845553174,8467
234,6,2.0,845554176,18395
237,6,4.0,845553875,10525
240,6,3.0,845555571,27303
248,6,5.0,845554263,17207
250,6,4.0,845555588,14819
252,6,4.0,845553619,11777
254,6,3.0,845555655,87729
256,6,3.0,845553726,6280
257,6,5.0,845554176,9061
258,6,3.0,845555172,37108
261,6,4.0,845553695,9587
262,6,5.0,845554551,19101
266,6,3.0,845553457,4476
267,6,3.0,845554376,11008
271,6,4.0,845555249,28313
273,6,3.0,845553875,3036
274,6,4.0,845555151,40490
276,6,4.0,845553907,8986
277,6,5.0,845553844,10510
279,6,3.0,845555436,38722
281,6,4.0,845554320,11593
282,6,3.0,845553522,1945
288,6,2.0,845553283,241
289,6,3.0,845554455,9058
292,6,4.0,845553253,6950
293,6,3.0,845553660,101
296,6,2.0,845553110,680
303,6,3.0,845554099,12106
304,6,4.0,845555546,161495
310,6,3.0,845556119,36357
312,6,1.0,845555151,28033
313,6,3.0,845555546,22586
314,6,5.0,845554603,14334
316,6,5.0,845553174,2164
317,6,4.0,845553457,11395
318,6,5.0,845553200,278
327,6,1.0,845554062,9067
329,6,4.0,845553200,193
330,6,3.0,845555071,25066
332,6,3.0,845555046,12122
333,6,5.0,845553757,11381
336,6,3.0,845556223,95963
337,6,5.0,845553586,1587
340,6,4.0,845555265,19855
349,6,5.0,845553146,9331
350,6,5.0,845553489,10731
353,6,4.0,845553726,9495
358,6,3.0,845555265,16295
359,6,3.0,845556412,48992
360,6,3.0,845555094,10879
361,6,4.0,845554376,10660
362,6,3.0,845553994,10714
364,6,5.0,845553317,8587
366,6,3.0,845554962,11596
370,6,4.0,845553794,36593
371,6,3.0,845554141,12280
374,6,3.0,845554296,11011
382,6,3.0,845554397,10395
383,6,3.0,845554320,12160
405,6,3.0,845554603,8011
410,6,3.0,845553354,2758
412,6,3.0,845554505,10436
415,6,4.0,845554420,9409
419,6,3.0,845554224,11041
426,6,3.0,845554551,4722
435,6,3.0,845553489,9612
445,6,3.0,845555124,26141
450,6,4.0,845555024,16297
454,6,4.0,845553283,37233
455,6,3.0,845554062,1634
466,6,2.0,845553844,9255
469,6,4.0,845555477,2259
472,6,3.0,845555632,106143
477,6,4.0,845554141,15765
490,6,3.0,845554584,2246
494,6,3.0,845554176,2320
500,6,5.0,845553354,788
505,6,3.0,845555317,31586
516,6,4.0,845554908,11858
520,6,3.0,845553844,8005
527,6,3.0,845553426,424
536,6,3.0,845556181,43535
542,6,4.0,845554524,13203
546,6,2.0,845554349,9607
548,6,3.0,845554908,9057
553,6,5.0,845553559,11969
569,6,4.0,845555342,31504
587,6,5.0,845553381,251
589,6,3.0,845553317,280
590,6,5.0,845553109,581
592,6,3.0,845553109,268
593,6,4.0,845553174,274
616,6,5.0,845554062,10112
637,6,4.0,845555046,9099
662,6,3.0,845556147,10543
694,6,3.0,845555694,20762
697,6,3.0,845556378,12656
700,6,4.0,845556147,25969
709,6,5.0,845555249,12233
736,6,5.0,845553619,664
762,6,1.0,845555006,9879
775,6,3.0,845556462,41225
780,6,5.0,845556915,602
783,6,5.0,845554584,10545
795,6,3.0,845556506,44535
799,6,3.0,845555656,10779
801,6,3.0,845556194,38223
818,6,3.0,845555514,12606
830,6,5.0,845556222,2925
835,6,4.0,845556194,18555
838,6,4.0,845555514,3573
839,6,3.0,845556120,10546
842,6,3.0,845555675,9431
848,6,4.0,845556340,47907
852,6,4.0,845555694,10478
881,6,3.0,845556340,12559
888,6,3.0,845556448,19004
979,6,3.0,845556808,125587
981,6,3.0,845556567,52855
986,6,4.0,845556475,11076
991,6,4.0,845556808,1770
996,6,4.0,845556323,9333
999,6,2.0,845556412,9401
1004,6,4.0,845556506,9625
1006,6,4.0,845556694,6346
1049,6,5.0,845556694,10586
1061,6,4.0,845556860,819
1064,6,4.0,845556579,11238
1082,6,4.0,845556278,21711
1084,6,3.0,845555454,475
1,7,4.5,1106635946,862
50,7,4.5,1106635993,629
58,7,3.0,1106635520,11010
150,7,4.5,1106635925,568
165,7,4.0,1106635987,1572
260,7,5.0,1106635933,11
356,7,5.0,1106635915,13
380,7,3.0,1106635937,36955
466,7,5.0,1106635532,9255
480,7,5.0,1106635917,329
587,7,2.0,1106635714,251
588,7,3.0,1106635971,812
589,7,2.5,1106635940,280
592,7,3.0,1106635922,268
593,7,5.0,1106635912,274
595,7,3.5,1106712636,10020
648,7,4.0,1106635981,954
750,7,4.0,1106636810,935
780,7,4.5,1106635943,602
920,7,3.0,1106635685,770
924,7,4.0,1106712615,62
1101,7,4.0,1106635502,744
1183,7,1.5,1106712613,409
1196,7,4.0,1106635996,1891
1208,7,4.0,1106635462,28
1210,7,4.0,1106635965,1892
1219,7,5.0,1106635496,539
1220,7,4.5,1106635464,525
1240,7,5.0,1106712575,218
1246,7,1.5,1106635678,207
1270,7,5.0,1106635681,105
1517,7,3.5,1106635489,816
1584,7,5.0,1106635423,686
1610,7,4.0,1106635429,1669
1617,7,3.0,1107127060,2118
1682,7,3.0,1106635653,37165
1784,7,0.5,1106635416,2898
1917,7,4.0,1106635484,95
1923,7,1.5,1106635444,544
1954,7,4.5,1106635657,1366
2019,7,5.0,1106713565,346
2324,7,2.0,1106712559,637
2353,7,3.5,1106635625,9798
2529,7,5.0,1106635640,871
2628,7,1.5,1106712553,1893
2640,7,3.0,1106635540,1924
2671,7,4.5,1113542732,509
2683,7,2.0,1106635420,817
2688,7,2.5,1106713072,2275
2701,7,1.5,1106713076,8487
2717,7,3.5,1106713081,2978
2762,7,4.5,1106635648,745
2858,7,4.0,1106712546,14
3114,7,4.5,1106635500,863
3354,7,1.5,1106713005,2067
3408,7,4.5,1106712549,462
3578,7,1.5,1106636534,98
3623,7,1.0,1106712541,955
3793,7,3.5,1106635630,36657
3869,7,5.0,1106635733,37137
3916,7,4.0,1106636596,10637
3977,7,2.5,1106635635,4327
3994,7,3.0,1161738301,9741
4018,7,4.0,1106712913,3981
4223,7,2.0,1106635742,853
4246,7,2.0,1110855253,634
4306,7,4.0,1106635524,808
4310,7,0.5,1107127033,676
4370,7,4.5,1106712869,644
4643,7,1.0,1106635749,869
4700,7,1.5,1109746591,9880
4844,7,1.5,1161738352,3172
4874,7,3.0,1106635738,167
4886,7,4.0,1106636531,585
4896,7,4.0,1106636718,671
4963,7,4.0,1106636702,161
4993,7,4.5,1106636589,120
4995,7,4.5,1106636610,453
5218,7,3.5,1106712866,425
5349,7,3.5,1106636606,557
5378,7,0.5,1106635735,1894
5445,7,4.0,1106636707,180
5459,7,3.0,1106712820,608
5464,7,3.0,1106636612,4147
5502,7,1.5,1106635745,2675
5618,7,5.0,1106713586,129
5816,7,4.5,1106635705,672
5952,7,4.5,1106636527,121
5989,7,4.0,1106636600,640
5991,7,4.5,1106712818,1574
6333,7,4.0,1106636516,36658
6365,7,4.0,1106712831,604
6534,7,0.5,1157949714,1927
6539,7,4.5,1106636584,22
6863,7,4.5,1106712827,1584
6934,7,2.0,1106712812,605
7143,7,4.5,1106636579,616
7153,7,4.0,1106636520,122
7155,7,3.0,1173051472,8696
7445,7,4.0,1107473963,9509
8207,7,4.5,1106713442,4909
8360,7,3.5,1106636782,809
8368,7,2.5,1106636592,673
8373,7,2.0,1108602792,9890
8528,7,4.5,1106636844,9472
8636,7,4.5,1106636511,558
8665,7,3.5,1108602755,2502
8666,7,1.0,1106779625,314
8783,7,1.0,1161738306,6947
8798,7,4.5,1106636602,1538
8808,7,1.5,1109746594,11130
8865,7,1.0,1106713549,5137
8870,7,3.5,1118025961,10145
8907,7,1.0,1110757877,10555
8908,7,4.5,1122333561,11128
8949,7,4.0,1110757890,9675
8957,7,4.0,1106636098,176
8958,7,3.5,1110173697,1677
8961,7,4.0,1106636064,9806
8965,7,1.0,1106636095,5255
8970,7,2.5,1106636069,866
8972,7,2.5,1111552650,2059
8984,7,4.0,1106636101,163
27741,7,3.0,1107474020,12496
30812,7,3.5,1113353083,2567
30816,7,2.0,1107127004,9833
31878,7,3.5,1118025982,9470
32029,7,2.0,1118025946,2026
32031,7,1.5,1122940686,9928
32296,7,2.0,1118026013,10040
32587,7,3.5,1128486479,187
33162,7,3.5,1116550784,1495
33493,7,1.0,1121041079,1895
33794,7,2.0,1121041002,272
33836,7,1.0,1125442102,9722
34048,7,3.0,1121041015,74
34319,7,4.5,1122333538,1635
37741,7,3.5,1162163504,398
38388,7,3.5,1149548381,9763
42002,7,4.5,1144806100,9899
45499,7,4.0,1157949636,36668
45517,7,4.5,1157066190,920
45668,7,1.0,1159225196,2044
45730,7,0.5,1161738279,9697
46530,7,1.0,1157949732,1452
48516,7,1.0,1169687318,1422
48783,7,4.5,1162163488,3683
48997,7,2.5,1174263740,1427
49272,7,4.5,1165876367,36557
49278,7,3.5,1174263775,7551
49286,7,0.5,1176181731,1581
49824,7,3.0,1173051469,1125
2,8,4.0,839463806,8844
10,8,2.0,839463509,710
21,8,4.0,839463564,8012
32,8,3.0,839463624,63
34,8,5.0,839463546,9598
39,8,3.0,839463644,9603
47,8,4.0,839463546,807
50,8,5.0,839463644,629
110,8,3.0,839463527,197
141,8,3.0,839464076,11000
150,8,4.0,839463422,568
153,8,2.0,839463451,414
185,8,5.0,839463509,1642
186,8,4.0,839463856,11472
208,8,3.0,839463509,9804
231,8,4.0,839463470,8467
236,8,3.0,839463767,397
252,8,3.0,839463856,11777
292,8,3.0,839463489,6950
318,8,5.0,839463489,278
357,8,5.0,839463767,712
367,8,3.0,839463564,854
377,8,4.0,839463644,1637
380,8,5.0,839463422,36955
432,8,1.0,839463702,11310
440,8,3.0,839463728,11566
480,8,4.0,839463527,329
500,8,2.0,839463624,788
527,8,5.0,839463728,424
586,8,3.0,839463702,771
592,8,3.0,839463422,268
41,9,3.0,1044656650,31174
187,9,3.0,1044657119,36196
223,9,4.0,1044656650,2292
371,9,3.0,1044656716,12280
627,9,3.0,1044657102,12520
922,9,4.0,1044657026,599
923,9,5.0,1044657026,15
1037,9,2.0,1044656650,10163
1095,9,4.0,1044657088,9504
1198,9,5.0,1044656716,85
1270,9,5.0,1044657088,105
1987,9,2.0,1044656716,36599
2011,9,3.0,1044657200,165
2012,9,4.0,1044657237,196
2300,9,5.0,1044657072,30197
2877,9,3.0,1044657221,11326
3735,9,3.0,1044657051,9040
4131,9,1.0,1044657221,32058
4558,9,1.0,1044656650,9493
4993,9,5.0,1044657051,120
5218,9,4.0,1044656811,425
5378,9,3.0,1044656811,1894
5445,9,4.0,1044656792,180
5447,9,4.0,1044656836,57022
5481,9,5.0,1044656836,818
5507,9,1.0,1044656836,7451
5841,9,1.0,1044657318,13888
5843,9,3.0,1044657269,10750
5872,9,3.0,1044656962,36669
5893,9,4.0,1044657144,25284
5902,9,5.0,1044656934,2757
5952,9,5.0,1044656908,121
5956,9,4.0,1044656962,3131
5962,9,1.0,1044657338,2149
5965,9,4.0,1044657185,19067
5988,9,2.0,1044657269,21332
6001,9,4.0,1044657072,262
6044,9,2.0,1044657285,80965
