tmdbId,rating,title,genres
426,3.41044776119403,Vertigo (1958),Drama|Mystery|Romance|Thriller
1585,3.409090909090909,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
630,3.4086021505376345,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
36657,3.4076923076923076,X-Men (2000),Action|Adventure|Sci-Fi
9693,3.404109589041096,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
346,3.4038461538461537,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
601,3.402439024390244,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
792,3.4,Platoon (1986),Drama|War
1417,3.3956043956043955,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
11031,3.391304347826087,This Is Spinal Tap (1984),Comedy
170,3.389705882352941,28 Days Later (2002),Action|Horror|Sci-Fi
2062,3.388888888888889,Ratatouille (2007),Animation|Children|Drama
3034,3.387323943661972,Young Frankenstein (1974),Comedy|Fantasy
863,3.3870967741935485,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
111,3.385135135135135,Scarface (1983),Action|Crime|Drama
813,3.379120879120879,Airplane! (1980),Comedy
423,3.375,"Pianist, The (2002)",Drama|War
24428,3.371794871794872,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
6977,3.3716216216216215,No Country for Old Men (2007),Crime|Drama
620,3.369565217391304,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
558,3.3693181818181817,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
639,3.364705882352941,When Harry Met Sally... (1989),Comedy|Romance
1900,3.3636363636363638,Traffic (2000),Crime|Drama|Thriller
766,3.3636363636363638,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
433,3.356164383561644,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
623,3.3533333333333335,"Fish Called Wanda, A (1988)",Comedy|Crime
205596,3.35,The Imitation Game (2014),Drama|Thriller|War
587,3.348101265822785,Big Fish (2003),Drama|Fantasy|Romance
616,3.3450704225352115,"Last Samurai, The (2003)",Action|Adventure|Drama|War
9598,3.3446969696969697,Babe (1995),Children|Drama
8321,3.343137254901961,In Bruges (2008),Comedy|Crime|Drama|Thriller
15121,3.342857142857143,"Sound of Music, The (1965)",Musical|Romance
8358,3.3425925925925926,Cast Away (2000),Drama
2502,3.3411764705882354,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
674,3.3375,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
525,3.3372093023255816,"Blues Brothers, The (1980)",Action|Comedy|Musical
12405,3.33125,Slumdog Millionaire (2008),Crime|Drama|Romance
531,3.3220338983050848,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
239,3.3189655172413794,Some Like It Hot (1959),Comedy|Crime
1572,3.3185185185185184,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
11072,3.3174603174603177,Blazing Saddles (1974),Comedy|Western
767,3.3161764705882355,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
286217,3.3157894736842106,The Martian (2015),Adventure|Drama|Sci-Fi
10191,3.314516129032258,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
180,3.3089430894308944,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
947,3.3085106382978724,Lawrence of Arabia (1962),Adventure|Drama|War
37799,3.3059701492537314,"Social Network, The (2010)",Drama
872,3.3055555555555554,Singin' in the Rain (1952),Comedy|Musical|Romance
9473,3.3051948051948052,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
106646,3.3046875,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
544,3.297169811320755,There's Something About Mary (1998),Comedy|Romance
963,3.295918367346939,"Maltese Falcon, The (1941)",Film-Noir|Mystery
675,3.2941176470588234,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
9277,3.2936507936507935,"Sting, The (1973)",Comedy|Crime
425,3.2925531914893615,Ice Age (2002),Adventure|Animation|Children|Comedy
2503,3.291208791208791,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
2898,3.288659793814433,As Good as It Gets (1997),Comedy|Drama|Romance
87,3.2884615384615383,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
13475,3.286764705882353,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
16320,3.283333333333333,Serenity (2005),Action|Adventure|Sci-Fi
36658,3.2823529411764705,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
12444,3.2767857142857144,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
687,3.2753623188405796,Dead Man Walking (1995),Crime|Drama
954,3.2746478873239435,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
17654,3.2733333333333334,District 9 (2009),Mystery|Sci-Fi|Thriller
8963,3.272277227722772,Crimson Tide (1995),Drama|Thriller|War
4584,3.27027027027027,Sense and Sensibility (1995),Drama|Romance
8363,3.269230769230769,Superbad (2007),Comedy
19995,3.268867924528302,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
9802,3.2676767676767677,"Rock, The (1996)",Action|Adventure|Thriller
7326,3.2666666666666666,Juno (2007),Comedy|Drama|Romance
1271,3.264044943820225,300 (2007),Action|Fantasy|War|IMAX
128,3.263157894736842,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
4935,3.26,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
13183,3.2596153846153846,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
672,3.2590909090909093,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
12445,3.2583333333333333,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX
117,3.2580645161290325,"Untouchables, The (1987)",Action|Crime|Drama
670,3.2551020408163267,Old Boy (2003),Mystery|Thriller
77338,3.25,Intouchables (2011),Comedy|Drama
1359,3.25,American Psycho (2000),Crime|Horror|Mystery|Thriller
19908,3.25,Zombieland (2009),Action|Comedy|Horror
2280,3.25,Big (1988),Comedy|Drama|Fantasy|Romance
162,3.2470588235294118,Edward Scissorhands (1990),Drama|Fantasy|Romance
710,3.24468085106383,GoldenEye (1995),Action|Adventure|Thriller
10528,3.242424242424242,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
607,3.242138364779874,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1640,3.2416666666666667,Crash (2004),Crime|Drama
13223,3.2410714285714284,Gran Torino (2008),Crime|Drama
508,3.239130434782609,Love Actually (2003),Comedy|Drama|Romance
319,3.234375,True Romance (1993),Crime|Thriller
293660,3.234375,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
1934,3.2329545454545454,Shakespeare in Love (1998),Comedy|Drama|Romance
850,3.2327586206896552,"Christmas Story, A (1983)",Children|Comedy
2054,3.23125,Mr. Holland's Opus (1995),Drama
36955,3.231012658227848,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
1578,3.2282608695652173,Raging Bull (1980),Drama
703,3.2265625,Annie Hall (1977),Comedy|Romance
70,3.225806451612903,Million Dollar Baby (2004),Drama
1587,3.223684210526316,What's Eating Gilbert Grape (1993),Drama
809,3.222772277227723,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
557,3.2222222222222223,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
1430,3.2205882352941178,Bowling for Columbine (2002),Documentary
1637,3.2195945945945947,Speed (1994),Action|Romance|Thriller
268,3.217948717948718,Batman (1989),Action|Crime|Thriller
816,3.2175925925925926,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
137113,3.2169811320754715,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
9331,3.2151162790697674,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
1878,3.212962962962963,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
2757,3.209090909090909,Adaptation (2002),Comedy|Drama|Romance
8699,3.208955223880597,Anchorman: The Legend of Ron Burgundy (2004),Comedy
33,3.2083333333333335,Unforgiven (1992),Drama|Western
378,3.2017543859649122,Raising Arizona (1987),Comedy
9428,3.2012987012987013,"Royal Tenenbaums, The (2001)",Comedy|Drama
1832,3.2,Dogma (1999),Adventure|Comedy|Fantasy
18785,3.2,"Hangover, The (2009)",Comedy|Crime
9665,3.2,Glory (1989),Drama|War
244786,3.1979166666666665,Whiplash (2014),Drama
1091,3.196078431372549,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
114,3.1936936936936937,Pretty Woman (1990),Comedy|Romance
856,3.1927083333333335,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2649,3.1923076923076925,"Game, The (1997)",Drama|Mystery|Thriller
4133,3.1885245901639343,Blow (2001),Crime|Drama
11216,3.1875,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1018,3.1864406779661016,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
8012,3.1847826086956523,Get Shorty (1995),Comedy|Crime|Thriller
9479,3.1842105263157894,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
243,3.182926829268293,High Fidelity (2000),Comedy|Drama|Romance
522,3.1824324324324325,Ed Wood (1994),Comedy|Drama
582,3.1818181818181817,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
5925,3.1808510638297873,"Great Escape, The (1963)",Action|Adventure|Drama|War
9087,3.1794871794871793,"American President, The (1995)",Comedy|Drama|Romance
902,3.1770833333333335,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
861,3.176829268292683,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
793,3.175925925925926,Blue Velvet (1986),Drama|Mystery|Thriller
2164,3.175373134328358,Stargate (1994),Action|Adventure|Sci-Fi
855,3.175,Black Hawk Down (2001),Action|Drama|War
602,3.1732954545454546,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
628,3.173076923076923,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
4995,3.1702127659574466,Boogie Nights (1997),Drama
37724,3.169491525423729,Skyfall (2012),Action|Adventure|Thriller|IMAX
120467,3.1693548387096775,"Grand Budapest Hotel, The (2014)",Comedy|Drama
1372,3.1666666666666665,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
5236,3.1666666666666665,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
941,3.1623376623376624,Lethal Weapon (1987),Action|Comedy|Crime|Drama
712,3.161764705882353,Four Weddings and a Funeral (1994),Comedy|Romance
881,3.1607142857142856,"Few Good Men, A (1992)",Crime|Drama|Thriller
4543,3.16,Monty Python's The Meaning of Life (1983),Comedy
2034,3.158333333333333,Training Day (2001),Crime|Drama|Thriller
7299,3.1574074074074074,Equilibrium (2002),Action|Sci-Fi|Thriller
4553,3.15625,The Machinist (2004),Drama|Mystery|Thriller
826,3.15625,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
686,3.154320987654321,Contact (1997),Drama|Sci-Fi
1366,3.1538461538461537,Rocky (1976),Drama
9388,3.152173913043478,Thank You for Smoking (2006),Comedy|Drama
76341,3.1517857142857144,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
8844,3.1458333333333335,Jumanji (1995),Adventure|Children|Fantasy
205,3.1379310344827585,Hotel Rwanda (2004),Drama|War
11969,3.1379310344827585,Tombstone (1993),Action|Drama|Western
5915,3.1372549019607843,Into the Wild (2007),Action|Adventure|Drama
642,3.1363636363636362,Butch Cassidy and the Sundance Kid (1969),Action|Western
12162,3.1363636363636362,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
981,3.135135135135135,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
11010,3.1333333333333333,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
634,3.1283783783783785,Bridget Jones's Diary (2001),Comedy|Drama|Romance
165,3.1263736263736264,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
11113,3.125,My Fair Lady (1964),Comedy|Drama|Musical|Romance
9571,3.122448979591837,Dazed and Confused (1993),Comedy
597,3.1204379562043796,Titanic (1997),Drama|Romance
9386,3.1171875,In the Line of Fire (1993),Action|Thriller
8392,3.117021276595745,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
756,3.1166666666666667,Fantasia (1940),Animation|Children|Fantasy|Musical
1402,3.1160714285714284,"Pursuit of Happyness, The (2006)",Drama
9614,3.115740740740741,Happy Gilmore (1996),Comedy
6957,3.1144578313253013,"40-Year-Old Virgin, The (2005)",Comedy|Romance
322,3.1129032258064515,Mystic River (2003),Crime|Drama|Mystery
9366,3.110169491525424,Donnie Brasco (1997),Crime|Drama
9390,3.1079545454545454,Jerry Maguire (1996),Drama|Romance
788,3.10546875,Mrs. Doubtfire (1993),Comedy|Drama
9322,3.104651162790698,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
79,3.1041666666666665,Hero (Ying xiong) (2002),Action|Adventure|Drama
13785,3.1031746031746033,Best in Show (2000),Comedy
14275,3.1,Hoop Dreams (1994),Documentary
177572,3.0980392156862746,Big Hero 6 (2014),Action|Animation|Comedy
532,3.0961538461538463,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
9654,3.0942028985507246,"Italian Job, The (2003)",Action|Crime
801,3.09375,"Good Morning, Vietnam (1987)",Comedy|Drama|War
11977,3.090909090909091,Caddyshack (1980),Comedy
140607,3.09,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
599,3.085714285714286,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
858,3.0842105263157893,Sleepless in Seattle (1993),Comedy|Drama|Romance
408,3.0833333333333335,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
765,3.0813953488372094,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
462,3.0779220779220777,Erin Brockovich (2000),Drama
9487,3.077777777777778,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
154,3.0762711864406778,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
49538,3.0754716981132075,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
4982,3.074468085106383,American Gangster (2007),Crime|Drama|Thriller
13597,3.0729166666666665,Labyrinth (1986),Adventure|Fantasy|Musical
7443,3.072289156626506,Chicken Run (2000),Animation|Children|Comedy
401,3.0689655172413794,Garden State (2004),Comedy|Drama|Romance
150540,3.0686274509803924,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
10386,3.0681818181818183,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
58,3.067901234567901,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
334,3.0677966101694913,Magnolia (1999),Drama
1491,3.0660377358490565,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
1538,3.064814814814815,Collateral (2004),Action|Crime|Drama|Thriller
1574,3.06140350877193,Chicago (2002),Comedy|Crime|Drama|Musical
263115,3.057142857142857,Logan (2017),Action|Sci-Fi
9325,3.056603773584906,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1933,3.0546875,"Others, The (2001)",Drama|Horror|Mystery|Thriller
7345,3.0526315789473686,There Will Be Blood (2007),Drama|Western
186,3.0520833333333335,Lucky Number Slevin (2006),Crime|Drama|Mystery
49051,3.0510204081632653,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
1597,3.0510204081632653,Meet the Parents (2000),Comedy
4964,3.0491803278688523,Knocked Up (2007),Comedy|Drama|Romance
2666,3.049019607843137,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
193,3.046875,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
207703,3.0454545454545454,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
343,3.0441176470588234,Harold and Maude (1971),Comedy|Drama|Romance
8068,3.0422535211267605,Desperado (1995),Action|Romance|Western
388,3.04,Inside Man (2006),Crime|Drama|Thriller
387,3.039473684210526,"Boot, Das (Boat, The) (1981)",Action|Drama|War
4011,3.0388888888888888,Beetlejuice (1988),Comedy|Fantasy
871,3.0384615384615383,Planet of the Apes (1968),Action|Drama|Sci-Fi
9359,3.037974683544304,Maverick (1994),Adventure|Comedy|Western
9800,3.037878787878788,Philadelphia (1993),Drama
